-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2024 through 12/31/2024 in LST
Location: Latitude  -7.55   Longitude 109.67 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 220.74 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS10M
2024,6,22,13,575.17,28.36,67.83,4.99
2024,6,22,14,424.42,27.97,69.4,4.83
2024,6,22,15,272.1,27.28,72.94,4.57
2024,6,22,16,120.32,26.05,80.37,3.91
2024,6,22,17,9.38,24.11,90.06,2.89
2024,6,22,18,0.0,23.3,92.71,2.78
2024,6,22,19,0.0,23.01,93.43,2.72
2024,6,22,20,0.0,22.71,93.97,2.68
2024,6,22,21,0.0,22.38,94.64,2.67
2024,6,22,22,0.0,22.06,95.39,2.67
2024,6,22,23,0.0,21.75,96.19,2.69
2024,6,23,0,0.0,21.46,97.08,2.69
2024,6,23,1,0.0,21.2,98.21,2.67
2024,6,23,2,0.0,21.01,99.19,2.69
2024,6,23,3,0.0,20.88,100.0,2.74
2024,6,23,4,0.0,20.84,100.0,2.77
2024,6,23,5,0.0,20.87,100.0,2.82
2024,6,23,6,43.97,22.57,94.11,2.97
2024,6,23,7,176.82,24.77,86.03,4.13
2024,6,23,8,320.62,26.23,79.87,4.79
2024,6,23,9,471.85,27.25,75.85,4.75
2024,6,23,10,510.33,27.99,73.63,4.6
2024,6,23,11,572.38,28.55,72.08,4.53
2024,6,23,12,538.53,28.78,71.49,4.4
2024,6,23,13,488.3,28.52,72.99,4.29
2024,6,23,14,303.95,27.96,75.78,4.23
2024,6,23,15,193.02,27.16,79.66,4.2
2024,6,23,16,80.15,26.12,85.31,3.94
2024,6,23,17,5.75,24.8,91.32,3.44
2024,6,23,18,0.0,24.28,92.7,3.61
2024,6,23,19,0.0,24.07,93.12,3.74
2024,6,23,20,0.0,23.92,93.5,3.8
2024,6,23,21,0.0,23.77,93.67,3.75
2024,6,23,22,0.0,23.57,94.16,3.56
2024,6,23,23,0.0,23.39,94.58,3.3
2024,6,24,0,0.0,23.2,95.14,3.04
2024,6,24,1,0.0,23.07,95.4,2.93
2024,6,24,2,0.0,22.92,95.96,2.68
2024,6,24,3,0.0,22.81,96.43,2.52
2024,6,24,4,0.0,22.76,96.58,2.42
2024,6,24,5,0.0,22.72,96.69,2.36
2024,6,24,6,33.17,23.57,95.26,2.64
2024,6,24,7,130.2,24.7,92.07,3.51
2024,6,24,8,244.35,25.81,87.52,4.3
2024,6,24,9,345.02,26.79,82.27,4.69
2024,6,24,10,346.75,27.56,78.93,4.73
2024,6,24,11,380.62,28.21,76.88,4.77
2024,6,24,12,301.4,28.81,75.23,4.91
2024,6,24,13,353.12,28.64,75.94,5.09
2024,6,24,14,282.1,28.1,78.23,5.06
2024,6,24,15,167.32,27.38,81.35,4.6
2024,6,24,16,60.25,26.34,86.73,3.82
2024,6,24,17,7.43,25.05,92.72,2.89
2024,6,24,18,0.0,24.47,94.17,2.91
2024,6,24,19,0.0,24.21,94.53,3.1
2024,6,24,20,0.0,24.01,94.73,3.17
2024,6,24,21,0.0,23.84,94.84,3.27
2024,6,24,22,0.0,23.64,94.87,3.26
2024,6,24,23,0.0,23.43,94.97,3.17
2024,6,25,0,0.0,23.22,95.1,3.07
2024,6,25,1,0.0,23.01,95.28,2.97
2024,6,25,2,0.0,22.8,95.46,2.85
2024,6,25,3,0.0,22.56,95.9,2.72
2024,6,25,4,0.0,22.4,96.11,2.61
2024,6,25,5,0.0,22.28,96.11,2.54
2024,6,25,6,49.35,23.41,94.27,2.82
2024,6,25,7,219.15,24.9,89.95,3.8
2024,6,25,8,424.12,26.39,83.59,4.02
2024,6,25,9,546.35,27.66,78.02,3.62
2024,6,25,10,589.9,28.62,75.08,3.11
2024,6,25,11,548.03,29.26,73.05,2.57
2024,6,25,12,514.78,29.7,71.2,2.02
2024,6,25,13,470.98,29.91,69.8,1.62
2024,6,25,14,368.65,29.32,71.73,1.59
2024,6,25,15,219.85,28.39,76.4,1.91
2024,6,25,16,91.78,27.27,83.9,2.0
2024,6,25,17,8.15,25.84,90.42,1.97
2024,6,25,18,0.0,25.01,94.18,1.88
2024,6,25,19,0.0,24.63,95.11,1.94
2024,6,25,20,0.0,24.28,95.83,2.04
2024,6,25,21,0.0,24.03,96.03,2.15
2024,6,25,22,0.0,23.78,96.26,2.19
2024,6,25,23,0.0,23.55,96.41,2.23
2024,6,26,0,0.0,23.33,96.55,2.3
2024,6,26,1,0.0,23.1,96.69,2.37
2024,6,26,2,0.0,22.86,96.83,2.42
2024,6,26,3,0.0,22.7,96.8,2.46
2024,6,26,4,0.0,22.55,96.78,2.43
2024,6,26,5,0.0,22.39,96.86,2.4
2024,6,26,6,47.97,23.41,95.1,2.94
2024,6,26,7,226.27,24.85,91.03,3.79
2024,6,26,8,447.88,26.49,84.17,3.77
2024,6,26,9,612.38,28.03,77.49,3.23
2024,6,26,10,676.8,29.2,73.34,2.72
2024,6,26,11,720.17,29.98,70.43,2.34
2024,6,26,12,719.83,30.35,68.75,1.96
2024,6,26,13,620.9,30.44,68.27,1.63
2024,6,26,14,476.35,30.26,68.73,1.41
2024,6,26,15,296.2,29.81,70.43,1.36
2024,6,26,16,128.6,29.09,75.41,1.35
2024,6,26,17,9.9,27.57,84.36,1.36
2024,6,26,18,0.0,26.33,90.51,1.61
2024,6,26,19,0.0,25.65,92.76,1.76
2024,6,26,20,0.0,25.1,93.88,1.83
2024,6,26,21,0.0,24.66,94.83,1.85
2024,6,26,22,0.0,24.33,95.68,1.85
2024,6,26,23,0.0,24.18,96.12,1.81
2024,6,27,0,0.0,24.1,96.45,1.74
2024,6,27,1,0.0,24.03,96.75,1.68
2024,6,27,2,0.0,23.95,96.82,1.65
2024,6,27,3,0.0,23.84,96.72,1.66
2024,6,27,4,0.0,23.71,96.59,1.65
2024,6,27,5,0.0,23.58,96.31,1.6
2024,6,27,6,62.08,24.39,95.68,1.46
2024,6,27,7,258.55,26.11,89.4,1.78
2024,6,27,8,471.92,27.5,83.79,1.63
2024,6,27,9,635.45,28.83,78.03,1.32
2024,6,27,10,711.35,29.85,73.65,0.88
2024,6,27,11,731.45,30.49,70.23,0.67
2024,6,27,12,714.62,30.76,68.44,0.74
2024,6,27,13,573.28,30.68,68.14,0.83
2024,6,27,14,451.73,30.43,68.75,0.82
2024,6,27,15,281.8,29.9,70.47,0.69
2024,6,27,16,116.65,29.22,74.44,0.32
2024,6,27,17,8.75,28.16,77.59,0.03
2024,6,27,18,0.0,27.13,83.29,0.67
2024,6,27,19,0.0,26.09,87.66,1.2
2024,6,27,20,0.0,25.25,92.2,1.51
2024,6,27,21,0.0,24.68,94.57,1.7
2024,6,27,22,0.0,24.29,95.79,1.78
2024,6,27,23,0.0,24.01,96.58,1.84
2024,6,28,0,0.0,23.83,97.19,1.87
2024,6,28,1,0.0,23.67,97.51,1.93
2024,6,28,2,0.0,23.54,97.6,2.0
2024,6,28,3,0.0,23.41,97.62,2.08
2024,6,28,4,0.0,23.28,97.65,2.12
2024,6,28,5,0.0,23.17,97.46,2.11
2024,6,28,6,54.85,24.28,96.26,2.24
2024,6,28,7,239.7,25.62,92.45,2.92
2024,6,28,8,444.12,26.91,86.78,2.94
2024,6,28,9,579.67,28.26,80.14,2.78
2024,6,28,10,637.78,29.21,75.5,2.59
2024,6,28,11,693.05,29.79,72.97,2.36
2024,6,28,12,628.12,30.1,71.63,2.14
2024,6,28,13,543.17,30.2,71.12,2.08
2024,6,28,14,416.17,29.95,72.0,2.24
2024,6,28,15,256.7,29.24,75.23,2.74
2024,6,28,16,104.1,27.89,83.32,2.91
2024,6,28,17,9.38,26.2,91.48,2.56
2024,6,28,18,0.0,25.44,94.39,2.57
2024,6,28,19,0.0,25.13,95.4,2.78
2024,6,28,20,0.0,24.93,96.06,2.83
2024,6,28,21,0.0,24.78,96.51,2.74
2024,6,28,22,0.0,24.63,96.77,2.56
2024,6,28,23,0.0,24.44,96.99,2.31
2024,6,29,0,0.0,24.23,97.09,2.16
2024,6,29,1,0.0,24.07,97.09,2.07
2024,6,29,2,0.0,23.94,97.13,2.06
2024,6,29,3,0.0,23.91,96.94,2.12
2024,6,29,4,0.0,23.88,96.87,2.17
2024,6,29,5,0.0,23.86,96.84,2.22
2024,6,29,6,49.9,24.56,95.58,2.71
2024,6,29,7,228.55,25.6,92.78,3.55
2024,6,29,8,426.58,26.56,89.2,3.96
2024,6,29,9,550.15,27.58,84.38,4.15
2024,6,29,10,542.42,28.49,80.11,4.17
2024,6,29,11,555.45,29.05,77.95,4.22
2024,6,29,12,513.15,29.04,78.24,4.36
2024,6,29,13,451.62,28.74,79.67,4.5
2024,6,29,14,322.15,28.18,81.9,4.72
2024,6,29,15,203.55,27.38,85.53,4.84
2024,6,29,16,85.95,26.49,90.01,4.54
2024,6,29,17,7.62,25.54,93.68,4.07
2024,6,29,18,0.0,25.13,94.58,4.32
2024,6,29,19,0.0,24.95,94.79,4.65
2024,6,29,20,0.0,24.73,95.27,4.72
2024,6,29,21,0.0,24.51,95.54,4.45
2024,6,29,22,0.0,24.28,95.61,3.95
2024,6,29,23,0.0,24.02,95.85,3.24
2024,6,30,0,0.0,23.72,96.35,2.89
2024,6,30,1,0.0,23.45,96.8,2.81
2024,6,30,2,0.0,23.26,96.99,2.82
2024,6,30,3,0.0,23.11,96.99,2.76
2024,6,30,4,0.0,22.93,97.17,2.52
2024,6,30,5,0.0,22.78,97.2,2.37
2024,6,30,6,46.12,23.79,95.18,2.68
2024,6,30,7,207.93,25.19,91.0,3.64
2024,6,30,8,388.3,26.56,84.9,4.03
2024,6,30,9,571.65,27.82,78.69,3.89
2024,6,30,10,640.3,28.77,75.0,3.78
2024,6,30,11,729.0,29.42,72.66,3.75
2024,6,30,12,715.38,29.7,71.58,3.77
2024,6,30,13,608.33,29.57,71.95,3.7
2024,6,30,14,457.77,29.27,73.2,3.67
2024,6,30,15,291.0,28.35,78.25,3.62
2024,6,30,16,123.93,27.11,85.36,3.52
2024,6,30,17,11.15,25.58,92.58,3.11
2024,6,30,18,0.0,24.9,94.85,3.35
2024,6,30,19,0.0,24.64,95.6,3.41
2024,6,30,20,0.0,24.51,95.95,3.34
2024,6,30,21,0.0,24.41,96.03,3.21
2024,6,30,22,0.0,24.26,96.18,3.1
2024,6,30,23,0.0,24.09,96.28,2.96
2024,7,1,0,0.0,23.89,96.61,2.77
2024,7,1,1,0.0,23.7,96.74,2.67
2024,7,1,2,0.0,23.58,96.51,2.76
2024,7,1,3,0.0,23.47,96.38,2.75
2024,7,1,4,0.0,23.23,96.54,2.51
2024,7,1,5,0.0,22.94,96.72,2.39
2024,7,1,6,49.67,23.88,95.39,2.66
2024,7,1,7,233.23,25.12,92.05,3.43
2024,7,1,8,432.45,26.33,86.82,3.45
2024,7,1,9,591.6,27.5,81.42,3.08
2024,7,1,10,679.5,28.32,77.65,2.74
2024,7,1,11,688.83,28.47,76.2,2.53
2024,7,1,12,678.6,28.53,75.56,2.45
2024,7,1,13,506.17,28.57,74.93,2.48
2024,7,1,14,393.15,28.35,75.46,2.63
2024,7,1,15,245.15,27.69,78.81,2.79
2024,7,1,16,110.2,26.73,84.69,2.72
2024,7,1,17,9.65,25.44,91.93,2.29
2024,7,1,18,0.0,24.81,94.29,2.36
2024,7,1,19,0.0,24.58,94.66,2.61
2024,7,1,20,0.0,24.42,95.05,2.8
2024,7,1,21,0.0,24.32,95.26,2.93
2024,7,1,22,0.0,24.3,95.0,3.09
2024,7,1,23,0.0,24.17,95.26,3.11
2024,7,2,0,0.0,24.07,95.53,3.11
2024,7,2,1,0.0,23.91,96.01,2.97
2024,7,2,2,0.0,23.84,96.2,2.87
2024,7,2,3,0.0,23.76,96.52,2.77
2024,7,2,4,0.0,23.74,96.61,2.58
2024,7,2,5,0.0,23.73,96.51,2.36
2024,7,2,6,46.72,24.05,95.76,2.33
2024,7,2,7,199.68,24.85,92.91,3.01
2024,7,2,8,381.88,25.54,90.56,3.27
2024,7,2,9,537.78,26.36,86.79,3.18
2024,7,2,10,566.7,27.3,82.25,2.75
2024,7,2,11,523.42,28.16,78.25,2.37
2024,7,2,12,477.6,28.61,76.21,2.11
2024,7,2,13,380.17,29.01,74.57,1.98
2024,7,2,14,297.67,28.71,75.82,2.08
2024,7,2,15,189.07,27.96,80.28,2.35
2024,7,2,16,84.5,26.99,86.22,2.4
2024,7,2,17,8.65,25.7,92.48,2.24
2024,7,2,18,0.0,25.03,94.49,2.42
2024,7,2,19,0.0,24.7,94.9,2.72
2024,7,2,20,0.0,24.38,95.41,2.83
2024,7,2,21,0.0,24.15,95.77,2.88
2024,7,2,22,0.0,23.93,96.11,2.81
2024,7,2,23,0.0,23.74,96.4,2.67
2024,7,3,0,0.0,23.59,96.8,2.63
2024,7,3,1,0.0,23.49,97.02,2.67
2024,7,3,2,0.0,23.39,97.14,2.72
2024,7,3,3,0.0,23.21,97.21,2.72
2024,7,3,4,0.0,23.02,97.15,2.63
2024,7,3,5,0.0,22.86,96.97,2.56
2024,7,3,6,51.45,23.92,95.24,2.95
2024,7,3,7,230.02,25.29,91.52,4.04
2024,7,3,8,433.67,26.63,84.93,4.82
2024,7,3,9,588.83,27.86,78.93,4.99
2024,7,3,10,685.03,28.65,75.91,5.08
2024,7,3,11,702.15,29.12,74.28,5.14
2024,7,3,12,633.12,29.22,73.85,5.08
2024,7,3,13,568.03,29.05,74.35,4.96
2024,7,3,14,384.98,28.45,76.61,4.67
2024,7,3,15,238.8,27.63,81.04,4.13
2024,7,3,16,103.72,26.67,87.05,3.4
2024,7,3,17,9.12,25.35,93.65,2.6
2024,7,3,18,0.0,24.71,95.8,2.6
2024,7,3,19,0.0,24.4,96.75,2.59
2024,7,3,20,0.0,24.19,97.4,2.53
2024,7,3,21,0.0,24.01,97.74,2.42
2024,7,3,22,0.0,23.79,98.14,2.34
2024,7,3,23,0.0,23.7,97.85,2.4
2024,7,4,0,0.0,23.65,97.72,2.43
2024,7,4,1,0.0,23.59,97.64,2.48
2024,7,4,2,0.0,23.58,97.44,2.57
2024,7,4,3,0.0,23.62,97.21,2.75
2024,7,4,4,0.0,23.75,96.68,3.04
2024,7,4,5,0.0,23.82,96.52,3.25
2024,7,4,6,21.35,24.46,95.31,3.92
2024,7,4,7,70.78,25.34,93.31,4.86
2024,7,4,8,116.75,25.94,90.99,5.43
2024,7,4,9,218.15,26.58,87.11,5.67
2024,7,4,10,335.45,27.17,83.79,5.56
2024,7,4,11,335.7,27.47,82.03,5.47
2024,7,4,12,321.62,27.27,82.59,5.34
2024,7,4,13,236.52,26.83,84.65,5.25
2024,7,4,14,160.1,26.24,87.57,4.97
2024,7,4,15,96.75,25.72,90.63,4.52
2024,7,4,16,44.67,25.24,93.55,3.94
2024,7,4,17,4.2,24.63,95.51,3.52
2024,7,4,18,0.0,24.31,95.92,3.53
2024,7,4,19,0.0,24.12,95.98,3.39
2024,7,4,20,0.0,23.96,96.0,3.27
2024,7,4,21,0.0,23.8,96.08,3.15
2024,7,4,22,0.0,23.66,96.2,3.08
2024,7,4,23,0.0,23.55,96.27,3.09
2024,7,5,0,0.0,23.46,96.25,3.23
2024,7,5,1,0.0,23.24,96.71,3.19
2024,7,5,2,0.0,23.06,97.0,3.06
2024,7,5,3,0.0,22.89,97.3,2.97
2024,7,5,4,0.0,22.77,97.4,2.92
2024,7,5,5,0.0,22.63,97.48,2.77
2024,7,5,6,40.38,23.59,95.23,3.09
2024,7,5,7,164.75,24.95,90.66,4.17
2024,7,5,8,334.12,26.39,83.49,4.74
2024,7,5,9,499.17,27.75,77.06,4.34
2024,7,5,10,599.15,28.79,73.32,3.82
2024,7,5,11,755.78,29.36,71.11,3.35
2024,7,5,12,695.75,29.47,70.68,2.97
2024,7,5,13,551.0,29.42,70.87,2.77
2024,7,5,14,370.08,29.11,71.76,2.69
2024,7,5,15,234.0,28.22,75.48,2.73
2024,7,5,16,103.0,27.1,82.38,2.7
2024,7,5,17,9.57,25.54,89.72,2.58
2024,7,5,18,0.0,24.67,92.5,2.72
2024,7,5,19,0.0,24.23,93.19,2.9
2024,7,5,20,0.0,23.79,94.44,2.56
2024,7,5,21,0.0,23.49,95.02,2.39
2024,7,5,22,0.0,23.24,95.27,2.3
2024,7,5,23,0.0,23.01,95.49,2.21
2024,7,6,0,0.0,22.78,95.83,2.17
2024,7,6,1,0.0,22.54,96.34,2.17
2024,7,6,2,0.0,22.31,96.84,2.2
2024,7,6,3,0.0,22.11,97.07,2.24
2024,7,6,4,0.0,21.92,97.25,2.29
2024,7,6,5,0.0,21.76,97.29,2.32
2024,7,6,6,43.5,22.92,94.12,2.51
2024,7,6,7,205.05,24.55,88.01,3.18
2024,7,6,8,404.92,26.44,80.54,3.33
2024,7,6,9,563.9,28.06,73.85,3.14
2024,7,6,10,660.03,29.22,69.62,2.77
2024,7,6,11,686.4,29.89,67.44,2.45
2024,7,6,12,618.38,30.17,66.34,2.22
2024,7,6,13,503.73,30.15,66.37,2.01
2024,7,6,14,355.9,29.89,67.33,1.75
2024,7,6,15,211.68,29.4,69.83,1.29
2024,7,6,16,96.32,28.82,74.03,0.89
2024,7,6,17,9.27,27.29,79.71,0.78
2024,7,6,18,0.0,26.31,82.39,0.99
2024,7,6,19,0.0,25.43,86.97,1.39
2024,7,6,20,0.0,24.63,90.98,1.64
2024,7,6,21,0.0,24.08,93.04,1.79
2024,7,6,22,0.0,23.74,93.65,1.82
2024,7,6,23,0.0,23.47,93.82,1.78
2024,7,7,0,0.0,23.22,94.06,1.76
2024,7,7,1,0.0,22.99,94.28,1.8
2024,7,7,2,0.0,22.79,94.49,1.85
2024,7,7,3,0.0,22.65,94.61,1.89
2024,7,7,4,0.0,22.54,94.46,1.88
2024,7,7,5,0.0,22.47,93.93,1.84
2024,7,7,6,48.8,23.62,93.04,1.65
2024,7,7,7,214.4,26.27,83.34,1.65
2024,7,7,8,408.42,27.85,73.62,1.31
2024,7,7,9,530.25,29.05,68.76,0.79
2024,7,7,10,622.38,29.91,66.76,0.8
2024,7,7,11,679.58,30.49,65.5,1.02
2024,7,7,12,651.3,30.73,65.43,1.25
2024,7,7,13,596.72,30.66,66.16,1.36
2024,7,7,14,437.0,30.33,67.12,1.39
2024,7,7,15,284.88,29.82,69.26,1.48
2024,7,7,16,123.1,29.0,75.36,1.57
2024,7,7,17,11.65,27.23,85.97,1.69
2024,7,7,18,0.0,25.86,91.88,1.96
2024,7,7,19,0.0,25.17,93.63,2.08
2024,7,7,20,0.0,24.7,95.06,2.12
2024,7,7,21,0.0,24.32,96.06,2.14
2024,7,7,22,0.0,24.01,96.93,2.1
2024,7,7,23,0.0,23.76,97.59,2.05
2024,7,8,0,0.0,23.53,98.0,2.02
2024,7,8,1,0.0,23.29,98.51,2.01
2024,7,8,2,0.0,23.11,98.73,2.04
2024,7,8,3,0.0,23.0,98.62,2.06
2024,7,8,4,0.0,22.86,98.75,2.09
2024,7,8,5,0.0,22.74,98.77,2.12
2024,7,8,6,44.15,23.69,95.38,2.43
2024,7,8,7,184.48,25.1,89.45,3.25
2024,7,8,8,361.25,26.64,82.91,3.53
2024,7,8,9,477.4,27.93,78.09,3.47
2024,7,8,10,569.45,28.73,75.12,3.34
2024,7,8,11,671.08,29.28,73.32,3.4
2024,7,8,12,689.15,29.51,72.44,3.5
2024,7,8,13,590.4,29.35,72.53,3.63
2024,7,8,14,416.35,28.88,73.87,3.91
2024,7,8,15,269.6,27.72,78.45,4.27
2024,7,8,16,115.6,26.38,84.56,4.39
2024,7,8,17,10.35,25.03,90.5,4.14
2024,7,8,18,0.0,24.35,92.35,4.29
2024,7,8,19,0.0,24.03,92.61,4.21
2024,7,8,20,0.0,23.73,92.68,3.94
2024,7,8,21,0.0,23.45,93.12,3.52
2024,7,8,22,0.0,23.24,93.02,3.49
2024,7,8,23,0.0,23.01,93.21,3.41
2024,7,9,0,0.0,22.7,94.26,3.06
2024,7,9,1,0.0,22.39,95.31,2.81
2024,7,9,2,0.0,22.14,95.9,2.72
2024,7,9,3,0.0,21.86,96.69,2.61
2024,7,9,4,0.0,21.55,97.69,2.4
2024,7,9,5,0.0,21.27,98.25,2.18
2024,7,9,6,48.47,22.53,94.12,1.87
2024,7,9,7,226.7,24.45,86.03,2.01
2024,7,9,8,427.5,26.14,78.9,1.61
2024,7,9,9,581.7,27.5,73.6,1.11
2024,7,9,10,620.85,28.41,70.66,1.42
2024,7,9,11,652.35,28.91,69.54,1.92
2024,7,9,12,670.47,29.1,69.12,2.35
2024,7,9,13,541.95,29.0,69.13,2.64
2024,7,9,14,470.08,28.68,69.84,2.83
2024,7,9,15,288.55,27.87,73.17,3.0
2024,7,9,16,125.38,26.58,80.82,2.91
2024,7,9,17,12.15,24.94,89.8,2.48
2024,7,9,18,0.0,24.17,93.14,2.4
2024,7,9,19,0.0,23.89,94.32,2.38
2024,7,9,20,0.0,23.67,95.2,2.31
2024,7,9,21,0.0,23.45,95.85,2.25
2024,7,9,22,0.0,23.28,96.14,2.22
2024,7,9,23,0.0,22.98,96.84,2.21
2024,7,10,0,0.0,22.61,97.97,2.23
2024,7,10,1,0.0,22.34,98.61,2.21
2024,7,10,2,0.0,22.08,99.2,2.19
2024,7,10,3,0.0,21.78,99.88,2.21
2024,7,10,4,0.0,21.47,100.0,2.23
2024,7,10,5,0.0,21.16,100.0,2.28
2024,7,10,6,53.85,22.44,95.88,2.31
2024,7,10,7,256.48,24.3,88.13,2.99
2024,7,10,8,474.85,26.11,80.69,3.03
2024,7,10,9,631.5,27.62,74.71,2.93
2024,7,10,10,702.47,28.75,70.55,2.88
2024,7,10,11,707.62,29.45,68.07,2.97
2024,7,10,12,606.7,29.78,67.17,3.31
2024,7,10,13,508.73,29.71,67.85,3.69
2024,7,10,14,404.45,29.21,70.0,4.01
2024,7,10,15,249.48,28.09,75.62,4.2
2024,7,10,16,116.53,26.74,83.16,4.22
2024,7,10,17,10.0,25.2,90.77,3.85
2024,7,10,18,0.0,24.56,93.53,4.16
2024,7,10,19,0.0,24.27,94.98,4.12
2024,7,10,20,0.0,24.09,94.83,4.43
2024,7,10,21,0.0,23.96,94.04,4.69
2024,7,10,22,0.0,23.79,93.58,4.67
2024,7,10,23,0.0,23.57,93.74,4.48
2024,7,11,0,0.0,23.35,94.23,4.24
2024,7,11,1,0.0,23.13,94.51,4.16
2024,7,11,2,0.0,22.85,94.69,4.15
2024,7,11,3,0.0,22.46,95.5,4.09
2024,7,11,4,0.0,21.87,97.47,3.63
2024,7,11,5,0.0,21.29,99.42,3.26
2024,7,11,6,57.7,22.4,93.66,4.01
2024,7,11,7,254.25,24.13,85.47,5.27
2024,7,11,8,471.05,25.35,77.95,5.93
2024,7,11,9,648.47,26.23,72.73,6.13
2024,7,11,10,762.58,26.85,68.93,6.24
2024,7,11,11,812.67,27.2,66.74,6.15
2024,7,11,12,816.78,27.33,66.14,5.91
2024,7,11,13,716.55,27.21,67.5,5.66
2024,7,11,14,502.65,26.88,69.75,5.31
2024,7,11,15,334.65,26.23,73.23,4.87
2024,7,11,16,151.88,25.11,80.56,4.07
2024,7,11,17,13.25,23.44,89.39,3.09
2024,7,11,18,0.0,22.66,92.17,3.14
2024,7,11,19,0.0,22.34,93.1,3.28
2024,7,11,20,0.0,22.17,93.59,3.24
2024,7,11,21,0.0,21.82,94.25,3.1
2024,7,11,22,0.0,21.38,95.29,2.93
2024,7,11,23,0.0,20.95,96.05,2.87
2024,7,12,0,0.0,20.63,96.38,2.87
2024,7,12,1,0.0,20.38,96.59,2.88
2024,7,12,2,0.0,20.21,96.53,2.89
2024,7,12,3,0.0,20.08,96.3,2.89
2024,7,12,4,0.0,19.92,96.2,2.85
2024,7,12,5,0.0,19.73,96.28,2.84
2024,7,12,6,52.05,21.21,94.1,2.83
2024,7,12,7,241.65,23.11,89.25,3.86
2024,7,12,8,458.35,24.81,81.5,4.47
2024,7,12,9,636.4,26.15,73.79,4.37
2024,7,12,10,753.17,26.97,69.57,4.32
2024,7,12,11,797.78,27.46,67.68,4.34
2024,7,12,12,769.85,27.88,66.93,4.34
2024,7,12,13,686.28,28.0,66.65,4.26
2024,7,12,14,470.95,27.92,66.58,4.12
2024,7,12,15,313.9,27.34,69.54,3.95
2024,7,12,16,144.6,26.14,76.8,3.38
2024,7,12,17,13.5,24.1,87.9,2.72
2024,7,12,18,0.0,23.19,91.27,2.75
2024,7,12,19,0.0,22.91,92.51,2.79
2024,7,12,20,0.0,22.75,93.42,2.76
2024,7,12,21,0.0,22.59,94.03,2.69
2024,7,12,22,0.0,22.43,94.55,2.65
2024,7,12,23,0.0,22.27,94.76,2.69
2024,7,13,0,0.0,22.11,95.01,2.78
2024,7,13,1,0.0,21.97,95.02,2.89
2024,7,13,2,0.0,21.65,95.42,3.01
2024,7,13,3,0.0,21.15,96.9,3.11
2024,7,13,4,0.0,20.78,97.76,3.04
2024,7,13,5,0.0,20.47,98.41,2.92
2024,7,13,6,57.47,21.78,92.77,3.31
2024,7,13,7,260.98,23.8,83.88,4.43
2024,7,13,8,475.9,25.16,77.24,4.69
2024,7,13,9,629.9,26.03,73.84,4.71
2024,7,13,10,743.22,26.56,71.74,4.99
2024,7,13,11,739.67,26.89,70.34,5.32
2024,7,13,12,727.97,27.02,69.62,5.5
2024,7,13,13,658.38,26.94,69.12,5.54
2024,7,13,14,502.9,26.46,69.87,5.53
2024,7,13,15,336.95,25.63,72.65,5.48
2024,7,13,16,152.73,24.58,78.08,4.85
2024,7,13,17,14.2,22.71,87.82,3.38
2024,7,13,18,0.0,21.93,90.44,3.3
2024,7,13,19,0.0,21.38,91.74,3.25
2024,7,13,20,0.0,20.87,92.56,3.14
2024,7,13,21,0.0,20.41,93.15,3.07
2024,7,13,22,0.0,20.0,94.35,3.08
2024,7,13,23,0.0,19.65,95.39,3.16
2024,7,14,0,0.0,19.39,96.02,3.2
2024,7,14,1,0.0,19.16,96.6,3.22
2024,7,14,2,0.0,19.02,96.56,3.22
2024,7,14,3,0.0,18.99,95.74,3.22
2024,7,14,4,0.0,19.01,94.92,3.17
2024,7,14,5,0.0,18.97,94.82,3.17
2024,7,14,6,59.8,20.41,90.9,3.07
2024,7,14,7,275.15,22.9,80.53,4.72
2024,7,14,8,491.85,24.45,73.41,5.75
2024,7,14,9,669.12,25.59,68.8,5.86
2024,7,14,10,758.35,26.34,65.72,5.82
2024,7,14,11,824.58,26.78,63.65,5.67
2024,7,14,12,807.72,27.05,62.38,5.36
2024,7,14,13,654.5,27.2,62.02,5.02
2024,7,14,14,556.83,27.13,62.77,4.65
2024,7,14,15,366.08,26.68,64.9,4.11
2024,7,14,16,164.12,25.64,71.33,3.27
2024,7,14,17,15.12,23.16,84.15,2.74
2024,7,14,18,0.0,21.87,86.68,2.91
2024,7,14,19,0.0,21.34,88.38,2.96
2024,7,14,20,0.0,20.96,89.95,2.94
2024,7,14,21,0.0,20.62,91.44,2.92
2024,7,14,22,0.0,20.33,92.85,2.93
2024,7,14,23,0.0,20.11,94.13,2.93
2024,7,15,0,0.0,19.9,95.13,2.92
2024,7,15,1,0.0,19.59,96.68,2.92
2024,7,15,2,0.0,19.35,97.91,2.91
2024,7,15,3,0.0,19.14,98.85,2.92
2024,7,15,4,0.0,18.95,99.7,2.91
